artikel_id;udbud_id;url;udd6;Titel;Educational_Category;displaydocclass;kaldenavn;hovedinst;hovedinsttx;instkommune;instkommunetx;instregion;instregiontx;afbrud_statusaar;afbrud_n;afbrud;afbrud_aggr;timetal_statusaar;timetal_OfSupervision;timetal_WithFewStudents;timetal_WithManyStudents;branche_statusaar;branche_n;branchepct1;branchepct2;branchepct3;branchepct4;branchetxt1;branchetxt2;branchetxt3;branchetxt4;offt_privat;ledighed_nyudd_statusaar;ledighed_nyudd_n;ledighed_nyudd;ledighed_nyudd_aggr;maanedloen_nyudd_statusaar;maanedloen_nyudd_n;maanedloen_nyudd;maanedloenp25_nyudd;maanedloenp75_nyudd;maanedloen_nyudd_aggr;ledighed_10aar_statusaar;ledighed_10aar_n;ledighed_10aar;ledighed_10aar_aggr;maanedloen_10aar_statusaar;maanedloen_10aar_n;maanedloen_10aar;maanedloenp25_10aar;maanedloenp75_10aar;maanedloen_10aar_aggr;studbesvarelser_antal;studbesvarelser_pct;fagligmiljo_statusaar;fagligmiljo_n;fagligmiljo_ntotal;fagligmiljo_likert;arbmedstud_statusaar;arbmedstud_n;arbmedstud_ntotal;arbmedstud_likert;medstuderende_n;medstuderende_ntotal;medstuderende_likert;medstuderende_statusaar;socialtmiljo_statusaar;socialtmiljo_n;socialtmiljo_ntotal;socialtmiljo_likert;tidsforbrug_p50;tidsforbrug_undv_pct;tidsforbrug_n;tidsforbrug_arbejde;tidsforbrug_arbejde_n;tidsforbrug_studjob_pct;udb_undervisning_statusaar;udbytte_undervisning_n;udbytte_undervisning_ntotal;udbytte_undervisning_likert;uddaktivitet_opgaver_pct;uddaktivitet_praktik_pct;uddaktivitet_statusaar;uddaktivitet_udlandsophold_pct;uddaktivitet_undervisning_pct;und_engagerede_statusaar;undervisere_engagerede_n;undervisere_engagerede_ntotal;undervisere_engagerede_likert;und_feedback_statusaar;undervisere_feedback_n;undervisere_feedback_ntotal;undervisere_feedback_likert;und_hjaelp_statusaar;undervisere_hjaelp_n;undervisere_hjaelp_ntotal;undervisere_hjaelp_likert;und_kontakt_statusaar;undervisere_kontakt_n;undervisere_kontakt_ntotal;undervisere_kontakt_likert;undervisningsform_statusaar;undervisningsform_n;undervisningsform_p1;undervisningsform_p2;undervisningsform_p3;undervisningsform_p4;undervisningsform_p5;ensom_statusaar;ensom_n;ensom_ntotal;ensom_likert;ensom_altid;ensom_ofte;ensom_nogle;ensom_sjaeldent;ensom_aldrig;stress_daglig_statusaar;stress_daglig_n;stress_daglig_ntotal;stress_daglig_likert;stress_daglig_altid;stress_daglig_ofte;stress_daglig_nogle;stress_daglig_sjaeldent;stress_daglig_aldrig;tilpas_statusaar;tilpas_n;tilpas_ntotal;tilpas_likert;dimbesvarelser_antal;dimbesvarelser_pct;foerstejob_statusaar;foerstejob_n;foerstejob1pct;foerstejob1tx;foerstejob2pct;foerstejob2tx;foerstejob3pct;foerstejob3tx;foerstejob4pct;foerstejob4tx;arbejdsform_statusaar;arbejdsform_n;arbejdsform_fastedagtimer_pct;arbejdsform_faste_aften_nat_pct;arbejdsform_fleksible_pct;arbejdsform_skiftende_pct;arbejdsform_tilretteselv_pct;arbejdsform_andet_pct;arbejdsform_andet_pct2;arbejdstid_statusaar;arbejdstid_n;arbejdstid_timer;jobskabende_statusaar;jobskabende_n;jobskabende_p1;jobskabende_p2;jobskabende_p3;jobskabende_p4;jobskabende_p5;kompetencerudd_statusaar;kompetencerudd_n;kompetencerudd_p1;kompetencerudd_p2;kompetencerudd_p3;kompetencerudd_p4;kompetencerudd_p5;rel_over_udd_job_statusaar;relevans_overens_udd_job_n;relevans_overens_udd_job_ntotal;relevans_overens_udd_job_likert;ruster_til_job_statusaar;ruster_til_job_n;ruster_til_job_ntotal;ruster_til_job_likert;udlandet_statusaar;udlandet_n;udlandet_dk25_pct;udlandet_dk_pct;udlandet_udlandet_pct;hyppigsteid1;hyppigsteid2;hyppigsteid3;hyppigstepct1;hyppigstepct2;hyppigstepct3;hyppigstetx1;hyppigstetx2;hyppigstetx3;hyppigste_statusaar;hyppigste_n
udb2-journalistdjh;751430;www.ug.dk/uddannelser/professionsbacheloruddannelser/sprogogformidlingsuddannelser/journalist;573500;Journalist;Professionsbacheloruddannelser;Professionsbacheloruddannelse;;751468;Danmarks Medie- og Journalisthøjskole;751;Aarhus;1082;Midtjylland;202110-202409;671;5;;E2024F2025;12;128;103;202111-202311;17673;50;9;8;33;Information og kommunikation;Videnservice;Andre serviceydelser  mv.;Øvrige brancher;68;202104-202412;738;10;;202101-202312;465;36.700;33.000;40.700;;202104-202412;474;3;;202101-202312;294;47.200;39.800;53.200;;402;48;202310-202312;355;358;4,07;202310-202312;369;369;4,25;368;369;4,21;202310-202312;202310-202312;355;358;4,08;37,0;67;332;10,0;197;79;202310-202312;373;374;3,76;6,25;37,50;E2024F2025;0,00;56,25;202310-202312;358;359;4,27;202310-202312;364;366;3,68;202310-202312;344;359;3,78;202310-202312;352;359;4,21;202310-202312;391;Klasseundervisning (holdundervisning);Gruppearbejde (læsegruppe, studiegruppe);Projektarbejde (både individuelt og i grupper);Forelæsninger;Praktik (herunder klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed;202310-202312;339;339;3,63;1,00;15,00;26,00;35,00;23,00;202310-202312;335;339;3,61;1,00;16,00;32,00;23,00;28,00;202310-202312;356;358;3,99;138;27;202310-202312;127;44;Jeg fortsatte i job på den arbejdsplads, hvor jeg skrev opgave / projekt / speciale eller var i praktik;22;Jeg søgte og blev ansat efter et stillingsopslag;13;Jeg fik job gennem mit netværk;7;Andet;202310-202312;127;32;0;32;21;13;1;14;202310-202312;127;37;202310-202312;127;Praktik (praktik, klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed);Netværk (fagligt, privat eller formaliseret med mentor eller lignende);De kompetencer, jeg fik fra uddannelsen;Jeg har den uddannelse, som er en forudsætning for jobbet;Studiejob;202310-202312;126;Formidlingsevner;Min evne til at arbejde struktureret og overholde deadlines;Tilegnelse af ny viden;Praktiske færdigheder;Menneskelige kompetencer;202310-202312;127;127;3,46;202310-202312;126;127;3,71;202310-202312;127;2;95;2;;;;;;;;;;Ingen data;
udb2-journalistdjh;999999;www.ug.dk/uddannelser/professionsbacheloruddannelser/sprogogformidlingsuddannelser/journalist;573500;Journalist;Professionsbacheloruddannelser;Professionsbacheloruddannelse;;999999;Uddannelsen på landsplan;;;;;202110-202409;671;5;;E2024F2025;12;128;103;202111-202311;17673;50;9;8;33;Information og kommunikation;Videnservice;Andre serviceydelser  mv.;Øvrige brancher;68;202104-202412;738;10;;202101-202312;465;36.700;33.000;40.700;;202104-202412;474;3;;202101-202312;294;47.200;39.800;53.200;;402;48;202310-202312;355;358;4,07;202310-202312;369;369;4,25;368;369;4,21;202310-202312;202310-202312;355;358;4,08;37,0;67;332;10,0;197;79;202310-202312;373;374;3,76;6,25;37,50;E2024F2025;0,00;56,25;202310-202312;358;359;4,27;202310-202312;364;366;3,68;202310-202312;344;359;3,78;202310-202312;352;359;4,21;202310-202312;391;Klasseundervisning (holdundervisning);Gruppearbejde (læsegruppe, studiegruppe);Projektarbejde (både individuelt og i grupper);Forelæsninger;Praktik (herunder klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed;202310-202312;339;339;3,63;1,00;15,00;26,00;35,00;23,00;202310-202312;335;339;3,61;1,00;16,00;32,00;23,00;28,00;202310-202312;356;358;3,99;138;27;202310-202312;127;44;Jeg fortsatte i job på den arbejdsplads, hvor jeg skrev opgave / projekt / speciale eller var i praktik;22;Jeg søgte og blev ansat efter et stillingsopslag;13;Jeg fik job gennem mit netværk;7;Andet;202310-202312;127;32;0;32;21;13;1;14;202310-202312;127;37;202310-202312;127;Praktik (praktik, klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed);Netværk (fagligt, privat eller formaliseret med mentor eller lignende);De kompetencer, jeg fik fra uddannelsen;Jeg har den uddannelse, som er en forudsætning for jobbet;Studiejob;202310-202312;126;Formidlingsevner;Min evne til at arbejde struktureret og overholde deadlines;Tilegnelse af ny viden;Praktiske færdigheder;Menneskelige kompetencer;202310-202312;127;127;3,46;202310-202312;126;127;3,71;202310-202312;127;2;95;2;;;;;;;;;;Ingen data;
udb2-jyskogfynskbilledkunstner;461428;www.ug.dk/uddannelser/andreerhvervsrettedeuddannelser/andrevideregaaendeuddannelser/andrekreativeuddannelser/billedkunstner;080300;Billedkunstner;;Kunstnerisk uddannelse;;461428;Det Fynske Kunstakademi;461;Odense;1083;Syddanmark;202110-202409;35;0;;Ingen data;;;;202111-202311;247;32;17;13;38;Kultur og fritid;Undervisning;Handel;Øvrige brancher;79;202104-202412;22;24;;202101-202312;7;;;;;202104-202412;28;7;;202101-202312;4;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;;;;;;;Ingen data;;;;;;Ingen data;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb2-jyskogfynskbilledkunstner;751449;www.ug.dk/uddannelser/andreerhvervsrettedeuddannelser/andrevideregaaendeuddannelser/andrekreativeuddannelser/billedkunstner;080300;Billedkunstner;;Kunstnerisk uddannelse;;751449;Det Jyske Kunstakademi;751;Aarhus;1082;Midtjylland;202110-202409;31;6;;Ingen data;;;;202111-202311;156;42;12;11;35;Kultur og fritid;Sundhed og socialvæsen;Undervisning;Øvrige brancher;87;202104-202412;17;44;;202101-202312;6;;;;;202104-202412;14;7;;202101-202312;3;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;;;;;;;Ingen data;;;;;;Ingen data;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb2-jyskogfynskbilledkunstner;999999;www.ug.dk/uddannelser/andreerhvervsrettedeuddannelser/andrevideregaaendeuddannelser/andrekreativeuddannelser/billedkunstner;080300;Billedkunstner;;Kunstnerisk uddannelse;;999999;Uddannelsen på landsplan;;;;;202110-202409;66;3;;Ingen data;;;;202111-202311;403;36;15;11;38;Kultur og fritid;Undervisning;Sundhed og socialvæsen;Øvrige brancher;82;202104-202412;39;33;;202101-202312;13;14.800;11.100;25.100;;202104-202412;42;7;;202101-202312;7;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;;;;;;;Ingen data;;;;;;Ingen data;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb2-kabiblioteksinformationsv;101455;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/humanistiskekandidatuddannelser/oevrigehumaniora/informationsstudier;318462, 318362, 645062, 645660, 316462, 315162, 546562;Informationsstudier;Universitetsuddannelser;Kandidatuddannelse;;101582;Københavns Universitet;101;København;1084;Hovedstaden;202110-202409;124;10;;E2024F2025;8;97;21;202111-202311;3679;26;15;12;47;Kultur og fritid;Undervisning;Offentlig administration, forsvar og politi;Øvrige brancher;43;202104-202412;129;13;;202101-202312;66;35.100;30.300;39.800;;202104-202412;141;3;;202101-202312;76;43.850;26.950;49.650;;39;42;202310-202312;32;33;3,97;202310-202312;35;36;3,83;33;36;3,97;202310-202312;202310-202312;29;33;3,28;27,0;38;31;14,0;26;82;202310-202312;37;38;3,81;25,00;0,00;E2024F2025;0,00;75,00;202310-202312;33;34;4,27;202310-202312;33;36;3,61;202310-202312;34;34;4,00;202310-202312;31;34;4,16;202310-202312;38;Selvstudie (forberedelse, læsning, hjemmeopgaver);Klasseundervisning (holdundervisning);Gruppearbejde (læsegruppe, studiegruppe);Forelæsninger;Projektarbejde (både individuelt og i grupper);202310-202312;30;31;3,33;3,00;13,00;43,00;27,00;13,00;202310-202312;31;31;3,61;3,00;13,00;29,00;29,00;26,00;202310-202312;32;33;3,91;39;47;202310-202312;33;33;Jeg søgte og blev ansat efter et stillingsopslag;15;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;15;Jeg fortsatte i job på den arbejdsplads, hvor jeg skrev opgave / projekt / speciale eller var i praktik;12;Jeg blev headhuntet;202310-202312;33;24;0;61;0;12;3;3;202310-202312;33;36;202310-202312;29;Studiejob;Jeg har den uddannelse, som er en forudsætning for jobbet;De kompetencer, jeg fik fra uddannelsen;Praktik (praktik, klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed);Netværk (fagligt, privat eller formaliseret med mentor eller lignende);202310-202312;29;Formidlingsevner;Min evne til at arbejde struktureret og overholde deadlines;Analytiske kompetencer;Kulturforståelse;Tilegnelse af ny viden;202310-202312;29;29;3,55;202310-202312;29;29;3,86;202310-202312;33;0;97;3;;;;;;;;;;Ingen data;
udb2-kabiblioteksinformationsv;999999;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/humanistiskekandidatuddannelser/oevrigehumaniora/informationsstudier;318462, 318362, 645062, 645660, 316462, 315162, 546562;Informationsstudier;Universitetsuddannelser;Kandidatuddannelse;;999999;Uddannelsen på landsplan;;;;;202110-202409;124;10;;E2024F2025;8;97;21;202111-202311;3679;26;15;12;47;Kultur og fritid;Undervisning;Offentlig administration, forsvar og politi;Øvrige brancher;43;202104-202412;129;13;;202101-202312;66;35.100;30.300;39.800;;202104-202412;266;2;;202101-202312;76;43.850;26.950;49.650;;39;42;202310-202312;32;33;3,97;202310-202312;35;36;3,83;33;36;3,97;202310-202312;202310-202312;29;33;3,28;27,0;38;31;14,0;26;82;202310-202312;37;38;3,81;25,00;0,00;E2024F2025;0,00;75,00;202310-202312;33;34;4,27;202310-202312;33;36;3,61;202310-202312;34;34;4,00;202310-202312;31;34;4,16;202310-202312;38;Selvstudie (forberedelse, læsning, hjemmeopgaver);Klasseundervisning (holdundervisning);Gruppearbejde (læsegruppe, studiegruppe);Forelæsninger;Projektarbejde (både individuelt og i grupper);202310-202312;30;31;3,33;3,00;13,00;43,00;27,00;13,00;202310-202312;31;31;3,61;3,00;13,00;29,00;29,00;26,00;202310-202312;32;33;3,91;39;47;202310-202312;33;33;Jeg søgte og blev ansat efter et stillingsopslag;15;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;15;Jeg fortsatte i job på den arbejdsplads, hvor jeg skrev opgave / projekt / speciale eller var i praktik;12;Jeg blev headhuntet;202310-202312;33;24;0;61;0;12;3;3;202310-202312;33;36;202310-202312;29;Studiejob;Jeg har den uddannelse, som er en forudsætning for jobbet;De kompetencer, jeg fik fra uddannelsen;Praktik (praktik, klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed);Netværk (fagligt, privat eller formaliseret med mentor eller lignende);202310-202312;29;Formidlingsevner;Min evne til at arbejde struktureret og overholde deadlines;Analytiske kompetencer;Kulturforståelse;Tilegnelse af ny viden;202310-202312;29;29;3,55;202310-202312;29;29;3,86;202310-202312;33;0;97;3;;;;;;;;;;Ingen data;
udb2-kaccomputerscience;851416;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/naturvidenskabeligekandidatuddannelser/matematikfysikkemiogdatalogi/computer-science-it;573862, 521962;Computer Science (IT);Universitetsuddannelser;Kandidatuddannelse;;851446;Aalborg Universitet;851;Aalborg;1081;Nordjylland;Ingen data;;;;Ingen data;;;;202111-202311;21;29;14;14;43;Videnservice;Industri;Energiforsyning;Øvrige brancher;100;Ingen data;;;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;;;;;;;Ingen data;;;;;;Ingen data;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb2-kaccomputerscience;999999;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/naturvidenskabeligekandidatuddannelser/matematikfysikkemiogdatalogi/computer-science-it;573862, 521962;Computer Science (IT);Universitetsuddannelser;Kandidatuddannelse;;999999;Uddannelsen på landsplan;;;;;Ingen data;;;;Ingen data;;;;202111-202311;21;29;14;14;43;Videnservice;Industri;Energiforsyning;Øvrige brancher;100;Ingen data;;;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;;;;;;;Ingen data;;;;;;Ingen data;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb2-kacivadvancedpowerel;561408;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/advanced-power-electronics;828462;Advanced Power Electronics;Universitetsuddannelser;Kandidatuddannelse;;851446;Aalborg Universitet;561;Esbjerg;1083;Syddanmark;202110-202409;16;0;;E2024F2025;63;105;55;Ingen data;;;;;;;;;;;202104-202412;99;7;Institutionstal for undergruppe: Civilingeniør, kandidat;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;;;;;;;Ingen data;;;;25,00;25,00;E2024F2025;0,00;50,00;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb2-kacivadvancedpowerel;999999;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/advanced-power-electronics;828462;Advanced Power Electronics;Universitetsuddannelser;Kandidatuddannelse;;999999;Uddannelsen på landsplan;;;;;202110-202409;16;0;;E2024F2025;63;105;55;Ingen data;;;;;;;;;;;202104-202412;10241;4;Landstal for undergruppe: Civilingeniør, kandidat;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;;;;;;;Ingen data;;;;25,00;25,00;E2024F2025;0,00;50,00;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb2-kacivbaeredygtigenergitek;561408;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/sustainable-energy-engineering;837262;Sustainable Energy Engineering;Universitetsuddannelser;Kandidatuddannelse;;851446;Aalborg Universitet;561;Esbjerg;1083;Syddanmark;202110-202409;28;4;;E2024F2025;65;126;0;202111-202311;203;40;33;9;18;Videnservice;Industri;Energiforsyning;Øvrige brancher;85;202104-202412;26;0;;202101-202312;19;42.000;36.700;47.000;;Ingen data;;;;Ingen data;;;;;;13;68;202310-202312;11;11;4,00;202310-202312;13;13;4,15;13;13;4,08;202310-202312;202310-202312;11;11;3,64;46,0;43;11;;;;202310-202312;13;13;3,54;25,00;0,00;E2024F2025;0,00;75,00;202310-202312;12;12;3,92;202310-202312;13;13;3,46;202310-202312;12;12;3,67;202310-202312;12;12;4,00;202310-202312;13;Projektarbejde (både individuelt og i grupper);Gruppearbejde (læsegruppe, studiegruppe);Klasseundervisning (holdundervisning);Forelæsninger;Selvstudie (forberedelse, læsning, hjemmeopgaver);202310-202312;11;11;3,27;0,00;27,00;36,00;18,00;18,00;202310-202312;11;11;3,09;0,00;27,00;45,00;18,00;9,00;202310-202312;11;11;3,91;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb2-kacivbaeredygtigenergitek;999999;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/sustainable-energy-engineering;837262;Sustainable Energy Engineering;Universitetsuddannelser;Kandidatuddannelse;;999999;Uddannelsen på landsplan;;;;;202110-202409;28;4;;E2024F2025;65;126;0;202111-202311;203;40;33;9;18;Videnservice;Industri;Energiforsyning;Øvrige brancher;85;202104-202412;26;0;;202101-202312;19;42.000;36.700;47.000;;Ingen data;;;;Ingen data;;;;;;13;68;202310-202312;11;11;4,00;202310-202312;13;13;4,15;13;13;4,08;202310-202312;202310-202312;11;11;3,64;46,0;43;11;;;;202310-202312;13;13;3,54;25,00;0,00;E2024F2025;0,00;75,00;202310-202312;12;12;3,92;202310-202312;13;13;3,46;202310-202312;12;12;3,67;202310-202312;12;12;4,00;202310-202312;13;Projektarbejde (både individuelt og i grupper);Gruppearbejde (læsegruppe, studiegruppe);Klasseundervisning (holdundervisning);Forelæsninger;Selvstudie (forberedelse, læsning, hjemmeopgaver);202310-202312;11;11;3,27;0,00;27,00;36,00;18,00;18,00;202310-202312;11;11;3,09;0,00;27,00;45,00;18,00;9,00;202310-202312;11;11;3,91;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb2-kacivbaeredygtigtdesign;151413;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/sustainable-design;834662, 831562;Sustainable Design;Universitetsuddannelser;Kandidatuddannelse;;851446;Aalborg Universitet;101;København;1084;Hovedstaden;202110-202409;127;5;;E2024F2025;125;0;191;202111-202311;514;28;19;12;40;Videnservice;Industri;Offentlig administration, forsvar og politi;Øvrige brancher;77;202104-202412;161;11;;202101-202312;80;37.550;33.350;44.050;;202104-202412;172;0;Institutionstal for undergruppe: Civilingeniør, kandidat;202101-202312;1;;;;;37;45;202310-202312;30;32;3,87;202310-202312;34;34;4,09;33;34;4,06;202310-202312;202310-202312;31;32;3,74;37,0;48;29;14,0;20;92;202310-202312;34;34;3,59;25,00;25,00;E2024F2025;0,00;50,00;202310-202312;34;34;4,38;202310-202312;34;34;3,47;202310-202312;34;34;3,88;202310-202312;32;34;4,22;202310-202312;36;Projektarbejde (både individuelt og i grupper);Selvstudie (forberedelse, læsning, hjemmeopgaver);Klasseundervisning (holdundervisning);Gruppearbejde (læsegruppe, studiegruppe);Forelæsninger;202310-202312;29;29;3,38;0,00;21,00;41,00;17,00;21,00;202310-202312;29;29;2,86;7,00;38,00;31,00;10,00;14,00;202310-202312;32;32;3,81;33;32;202310-202312;32;44;Jeg søgte og blev ansat efter et stillingsopslag;16;Jeg fortsatte i job på den arbejdsplads, hvor jeg skrev opgave / projekt / speciale eller var i praktik;13;Andet;13;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;202310-202312;32;25;0;53;6;16;0;6;202310-202312;32;38;202310-202312;32;De kompetencer, jeg fik fra uddannelsen;Praktik (praktik, klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed);Projekt i samarbejde med offentlig eller privat virksomhed;Afsluttende opgave (projekt/speciale);Netværk (fagligt, privat eller formaliseret med mentor eller lignende);202310-202312;29;Min evne til at arbejde struktureret og overholde deadlines;Evnen til at samarbejde;Analytiske kompetencer;Tværfaglige og projektorienterede kompetencer;Kreative og innovative kompetencer;202310-202312;32;32;3,56;202310-202312;32;32;3,69;202310-202312;32;0;81;19;;;;;;;;;;Ingen data;
udb2-kacivbaeredygtigtdesign;999999;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/sustainable-design;834662, 831562;Sustainable Design;Universitetsuddannelser;Kandidatuddannelse;;999999;Uddannelsen på landsplan;;;;;202110-202409;127;5;;E2024F2025;125;0;191;202111-202311;514;28;19;12;40;Videnservice;Industri;Offentlig administration, forsvar og politi;Øvrige brancher;77;202104-202412;161;11;;202101-202312;80;37.550;33.350;44.050;;202104-202412;7592;1;Landstal for undergruppe: Civilingeniør, kandidat;202101-202312;1;;;;;37;45;202310-202312;30;32;3,87;202310-202312;34;34;4,09;33;34;4,06;202310-202312;202310-202312;31;32;3,74;37,0;48;29;14,0;20;92;202310-202312;34;34;3,59;25,00;25,00;E2024F2025;0,00;50,00;202310-202312;34;34;4,38;202310-202312;34;34;3,47;202310-202312;34;34;3,88;202310-202312;32;34;4,22;202310-202312;36;Projektarbejde (både individuelt og i grupper);Selvstudie (forberedelse, læsning, hjemmeopgaver);Klasseundervisning (holdundervisning);Gruppearbejde (læsegruppe, studiegruppe);Forelæsninger;202310-202312;29;29;3,38;0,00;21,00;41,00;17,00;21,00;202310-202312;29;29;2,86;7,00;38,00;31,00;10,00;14,00;202310-202312;32;32;3,81;33;32;202310-202312;32;44;Jeg søgte og blev ansat efter et stillingsopslag;16;Jeg fortsatte i job på den arbejdsplads, hvor jeg skrev opgave / projekt / speciale eller var i praktik;13;Andet;13;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;202310-202312;32;25;0;53;6;16;0;6;202310-202312;32;38;202310-202312;32;De kompetencer, jeg fik fra uddannelsen;Praktik (praktik, klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed);Projekt i samarbejde med offentlig eller privat virksomhed;Afsluttende opgave (projekt/speciale);Netværk (fagligt, privat eller formaliseret med mentor eller lignende);202310-202312;29;Min evne til at arbejde struktureret og overholde deadlines;Evnen til at samarbejde;Analytiske kompetencer;Tværfaglige og projektorienterede kompetencer;Kreative og innovative kompetencer;202310-202312;32;32;3,56;202310-202312;32;32;3,69;202310-202312;32;0;81;19;;;;;;;;;;Ingen data;
